"","RT","TYPE","SERIALNO","PUMA","HINCP","NP"
"2035","H",1,701708,300,197600,2
"2036","H",1,702107,104,7200,1
"2037","H",3,702110,200,NA,1
"2038","H",1,702129,300,NA,0
"2039","H",1,702436,300,23700,2
"2040","H",1,703393,102,50000,1
"2041","H",1,703665,200,128000,2
"2042","H",1,703699,103,17000,3
"2043","H",1,703852,103,453000,3
"2044","H",1,704091,101,40200,4
"2045","H",1,704123,300,NA,0
"2046","H",1,704131,300,NA,0
"2047","H",1,704180,300,NA,0
"2048","H",1,704401,300,75000,1
"2049","H",1,704670,300,111600,2
"2050","H",1,705184,300,79600,2
"2051","H",1,705699,101,46600,1
"2052","H",1,706381,300,28280,2
"2053","H",1,706447,102,38300,2
"2054","H",1,706460,104,251500,3
"2055","H",1,706789,300,154000,3
"2056","H",1,706799,102,40000,1
"2057","H",3,706944,101,NA,1
"2058","H",1,707025,102,24000,4
"2059","H",1,707272,300,NA,0
"2060","H",1,708034,300,101000,1
"2061","H",1,708340,200,37500,2
"2062","H",1,708669,104,53900,1
"2063","H",1,708911,102,25000,2
"2064","H",1,709492,102,171300,3
"2065","H",1,709526,300,76000,2
"2066","H",1,709831,300,NA,0
"2067","H",1,710088,300,NA,0
"2068","H",1,710254,300,62560,7
"2069","H",1,710257,300,NA,0
"2070","H",1,710550,101,NA,0
"2071","H",1,710580,103,16000,1
"2072","H",1,710945,300,167000,2
"2073","H",1,711527,102,30000,1
"2074","H",1,711532,104,94000,2
"2075","H",1,711562,300,NA,0
"2076","H",1,712350,102,60400,2
"2077","H",1,712489,200,72500,2
"2078","H",1,712535,300,NA,0
"2079","H",1,712756,300,56000,2
"2080","H",1,713197,300,NA,0
"2081","H",1,714132,200,38710,2
"2082","H",3,714649,103,NA,1
"2083","H",1,715556,300,79000,2
"2084","H",1,715984,200,60000,1
"2085","H",1,716667,300,NA,0
"2086","H",1,717151,102,72900,1
"2087","H",2,717208,300,NA,1
"2088","H",1,717689,300,115080,3
"2089","H",1,717720,300,13580,3
"2090","H",1,718931,300,10,1
"2091","H",1,719212,103,270000,2
"2092","H",3,719531,103,NA,1
"2093","H",1,719897,101,81900,3
"2094","H",1,721043,104,20600,4
"2095","H",1,721737,102,NA,0
"2096","H",1,721887,300,52400,2
"2097","H",1,722557,300,40000,2
"2098","H",1,722902,101,154610,3
"2099","H",1,722917,300,115000,2
"2100","H",1,723356,300,43600,2
"2101","H",2,723505,300,NA,1
"2102","H",1,724402,104,29400,6
"2103","H",1,724464,101,NA,0
"2104","H",1,724559,200,8000,1
"2105","H",1,724829,300,52500,2
"2106","H",1,725318,300,30300,1
"2107","H",1,725772,102,160000,2
"2108","H",1,726392,102,13050,1
"2109","H",1,726642,300,NA,0
"2110","H",2,726958,300,NA,1
"2111","H",1,727001,102,45800,2
"2112","H",1,727695,104,99000,2
"2113","H",1,728252,300,108300,5
"2114","H",1,729010,200,121600,2
"2115","H",1,729211,200,26200,2
"2116","H",1,729650,104,79000,4
"2117","H",1,729690,200,29000,2
"2118","H",1,729741,104,53800,5
"2119","H",1,730248,200,147400,2
"2120","H",1,730302,200,39200,1
"2121","H",1,731077,102,100100,2
"2122","H",1,731529,103,114000,2
"2123","H",1,731827,300,16000,1
"2124","H",1,732990,300,NA,0
"2125","H",1,733008,300,24200,3
"2126","H",1,733075,200,NA,0
"2127","H",1,733456,200,17000,1
"2128","H",1,734317,101,25300,5
"2129","H",1,734330,102,56000,2
"2130","H",3,734407,200,NA,1
"2131","H",1,734411,200,10800,1
"2132","H",1,734684,103,65000,3
"2133","H",3,734965,103,NA,1
"2134","H",2,735009,102,NA,1
"2135","H",1,735401,101,93000,3
"2136","H",1,735539,101,4200,1
"2137","H",1,735978,101,181500,1
"2138","H",1,736728,103,13400,1
"2139","H",1,737172,103,18000,2
"2140","H",1,737508,102,37000,2
"2141","H",1,737887,102,46700,2
"2142","H",1,738156,102,33200,1
"2143","H",1,738439,101,223000,1
"2144","H",1,738928,104,84010,3
"2145","H",1,738964,200,100500,3
"2146","H",1,739850,102,486000,5
"2147","H",1,740074,200,40800,2
"2148","H",1,740125,101,NA,0
"2149","H",1,740490,101,115120,2
"2150","H",1,740720,102,462000,2
"2151","H",1,740747,300,65000,2
"2152","H",1,740926,300,76500,2
"2153","H",1,740927,300,99000,5
"2154","H",1,741801,300,NA,0
"2155","H",1,741958,102,29100,3
"2156","H",1,742382,200,2800,1
"2157","H",1,742604,103,87400,1
"2158","H",1,742676,104,149200,4
"2159","H",1,742698,300,NA,0
"2160","H",1,742793,200,50000,1
"2161","H",1,743024,300,NA,0
"2162","H",1,743283,200,88000,2
"2163","H",1,743904,300,35760,2
"2164","H",1,744333,300,NA,0
"2165","H",1,744959,200,8000,1
"2166","H",1,745135,300,6000,2
"2167","H",1,746012,300,NA,0
"2168","H",1,746506,102,27700,2
"2169","H",1,746611,300,20800,5
"2170","H",1,746865,300,82550,2
"2171","H",1,746883,102,32000,1
"2172","H",1,747036,200,17700,3
"2173","H",1,747080,300,33100,2
"2174","H",1,747655,300,39560,2
"2175","H",1,747691,102,107500,2
"2176","H",1,747874,300,NA,0
"2177","H",1,748152,300,172000,2
"2178","H",1,748847,300,36700,3
"2179","H",1,749616,104,100000,3
"2180","H",1,749836,104,120000,3
"2181","H",1,750243,101,100000,1
"2182","H",1,751338,103,82000,3
"2183","H",1,751485,101,128600,2
"2184","H",1,751592,200,90100,2
"2185","H",1,752279,300,8800,2
"2186","H",1,752296,101,17400,9
"2187","H",1,752778,300,27100,3
"2188","H",1,753432,102,40900,1
"2189","H",1,754042,104,40700,2
"2190","H",1,754753,300,200000,1
"2191","H",1,755182,104,88850,4
"2192","H",1,755449,101,38700,3
"2193","H",1,756057,102,37000,4
"2194","H",1,756174,104,160000,2
"2195","H",1,756547,103,47200,2
"2196","H",1,757079,300,113000,4
"2197","H",1,757080,300,NA,0
"2198","H",3,757259,200,NA,1
"2199","H",1,757698,102,7700,1
"2200","H",1,758137,300,69800,1
"2201","H",1,758276,300,2200,2
"2202","H",1,758486,300,120000,3
"2203","H",1,758796,102,141000,6
"2204","H",1,759430,300,35840,1
"2205","H",1,760065,101,55000,1
"2206","H",1,760095,300,NA,0
"2207","H",1,760176,102,15600,1
"2208","H",1,760284,300,NA,0
"2209","H",1,761155,103,38000,1
"2210","H",1,761563,300,NA,0
"2211","H",1,761664,300,68000,1
"2212","H",1,761780,300,65600,1
"2213","H",1,762152,200,NA,0
"2214","H",1,762291,300,121200,1
"2215","H",1,762626,200,77000,4
"2216","H",1,763056,102,437000,4
"2217","H",1,763152,102,38800,1
"2218","H",1,763350,300,63900,3
"2219","H",1,763405,103,83700,2
"2220","H",1,763582,300,113000,2
"2221","H",1,763673,300,NA,0
"2222","H",1,763706,300,72000,4
"2223","H",1,764179,300,NA,0
"2224","H",1,764406,300,NA,0
"2225","H",1,764743,300,15600,1
"2226","H",2,764907,300,NA,1
"2227","H",1,765428,300,NA,0
"2228","H",1,765857,102,116000,2
"2229","H",2,765925,104,NA,1
"2230","H",1,766131,101,56800,10
"2231","H",1,766783,300,NA,0
"2232","H",1,767059,101,62000,1
"2233","H",1,767273,103,12000,1
"2234","H",1,767467,102,150050,1
"2235","H",1,767496,104,38300,1
"2236","H",1,767594,104,72480,2
"2237","H",1,768201,101,18200,2
"2238","H",1,768263,200,43900,2
"2239","H",1,768444,200,47700,2
"2240","H",3,768866,101,NA,1
"2241","H",1,768893,104,159000,3
"2242","H",1,769244,300,20400,1
"2243","H",1,769486,104,47920,2
"2244","H",1,769575,101,0,1
"2245","H",1,769765,300,NA,0
"2246","H",1,770453,102,30000,1
"2247","H",1,770525,200,378200,1
"2248","H",1,770721,300,NA,0
"2249","H",2,770732,300,NA,1
"2250","H",1,770901,101,46430,2
"2251","H",1,771063,300,10260,3
"2252","H",1,771120,300,17300,1
"2253","H",1,771395,103,70200,2
"2254","H",1,771630,300,NA,0
"2255","H",1,771648,102,162500,2
"2256","H",2,771873,102,NA,1
"2257","H",1,772156,200,12000,2
"2258","H",1,772273,200,100000,4
"2259","H",1,772778,300,45900,4
"2260","H",1,772824,200,19100,1
"2261","H",1,772833,300,NA,0
"2262","H",1,773702,102,79960,2
"2263","H",1,774292,101,28000,2
"2264","H",1,775247,200,33800,2
"2265","H",3,776487,103,NA,1
"2266","H",1,777188,300,114000,4
"2267","H",1,777961,300,NA,0
"2268","H",1,778142,300,41900,4
"2269","H",1,778365,300,24300,2
"2270","H",1,778426,300,139100,4
"2271","H",1,780244,300,67600,4
"2272","H",1,780784,102,174200,4
"2273","H",1,783213,104,102200,3
"2274","H",1,783892,300,123800,3
"2275","H",2,784362,103,NA,1
"2276","H",2,784395,300,NA,1
"2277","H",1,784739,300,49800,2
"2278","H",1,784794,300,NA,0
"2279","H",1,784926,300,7000,1
"2280","H",1,785220,300,37000,3
"2281","H",1,785934,300,NA,0
"2282","H",1,786421,300,14000,1
"2283","H",1,787114,102,30000,3
"2284","H",1,787194,200,47200,2
"2285","H",1,787269,101,44000,1
"2286","H",1,787383,104,277000,2
"2287","H",1,787998,104,81000,2
"2288","H",1,788049,300,72000,2
"2289","H",1,788128,104,14400,1
"2290","H",3,788495,103,NA,1
"2291","H",1,788711,101,15000,1
"2292","H",3,788881,104,NA,1
"2293","H",1,788922,104,78000,2
"2294","H",1,789145,300,NA,0
"2295","H",1,789554,101,21300,1
"2296","H",1,789557,300,47800,2
"2297","H",1,790169,200,123000,6
"2298","H",1,790185,101,9000,1
"2299","H",1,790598,300,19000,2
"2300","H",1,791265,300,0,1
"2301","H",1,791412,300,144000,3
"2302","H",1,791471,300,60200,3
"2303","H",1,791737,102,104020,4
"2304","H",1,791773,101,15000,3
"2305","H",1,792059,102,41800,2
"2306","H",1,792534,300,NA,0
"2307","H",1,792631,103,161800,6
"2308","H",3,794053,102,NA,1
"2309","H",1,794285,300,103000,2
"2310","H",1,794972,300,27200,1
"2311","H",1,795118,101,26400,2
"2312","H",1,795400,300,38000,1
"2313","H",1,795534,200,112800,6
"2314","H",1,795582,300,74000,1
"2315","H",1,796183,300,65950,2
"2316","H",1,796381,200,36000,6
"2317","H",1,796480,102,39800,1
"2318","H",1,796788,101,NA,0
"2319","H",1,797730,200,100,3
"2320","H",1,797990,300,NA,0
"2321","H",1,798064,104,8200,2
"2322","H",1,798376,102,378000,4
"2323","H",1,798680,300,24000,1
"2324","H",1,798830,300,NA,0
"2325","H",1,798998,101,43000,2
"2326","H",3,799022,103,NA,1
"2327","H",1,799178,200,62000,3
"2328","H",1,799491,300,20000,2
"2329","H",1,799599,102,70300,2
"2330","H",1,799682,300,22900,2
"2331","H",1,799784,102,35100,1
"2332","H",1,799885,104,131500,3
"2333","H",1,800160,200,89700,3
"2334","H",1,800654,300,34480,2
"2335","H",1,801091,104,33000,2
"2336","H",1,801188,102,77000,4
"2337","H",1,801324,101,43000,4
"2338","H",1,802034,200,52900,2
"2339","H",1,802481,200,53960,2
"2340","H",1,802621,200,17320,2
"2341","H",1,802845,300,52180,2
"2342","H",1,803570,102,56200,3
"2343","H",1,803804,300,43800,2
"2344","H",1,804294,300,42660,2
"2345","H",1,804475,103,33900,5
"2346","H",1,804539,102,78000,2
"2347","H",1,805208,200,56000,1
"2348","H",1,805346,102,123200,2
"2349","H",1,805373,300,17000,1
"2350","H",1,805603,101,28000,2
"2351","H",1,805645,300,11800,1
"2352","H",1,806060,102,110000,3
"2353","H",1,806374,300,10100,1
"2354","H",1,806601,300,16100,1
"2355","H",3,806992,200,NA,1
"2356","H",1,807072,101,378000,5
"2357","H",1,807636,300,NA,0
"2358","H",1,807756,200,28000,1
"2359","H",1,807812,104,111000,2
"2360","H",1,808081,103,24300,1
"2361","H",1,808487,101,NA,0
"2362","H",1,809881,300,68000,4
"2363","H",2,810531,300,NA,1
"2364","H",1,810755,103,88000,3
"2365","H",1,810766,101,9000,3
"2366","H",1,810840,101,50000,2
"2367","H",1,811036,102,184600,3
"2368","H",1,811577,300,83000,2
"2369","H",1,811865,300,50100,3
"2370","H",1,811935,300,0,1
"2371","H",1,812078,104,218000,4
"2372","H",1,812395,300,NA,0
"2373","H",3,813105,200,NA,1
"2374","H",1,813518,102,190000,4
"2375","H",1,813693,300,NA,0
"2376","H",1,813748,300,33800,2
"2377","H",1,813940,102,3000,5
"2378","H",1,814230,103,25000,2
"2379","H",1,814232,200,42400,1
"2380","H",1,814272,104,119300,3
"2381","H",1,814375,200,119000,3
"2382","H",1,814448,104,66200,7
"2383","H",1,814570,300,62000,1
"2384","H",1,814655,102,98400,2
"2385","H",1,814756,300,45900,2
"2386","H",1,814856,104,7500,1
"2387","H",1,815123,300,NA,0
"2388","H",1,815539,300,18700,1
"2389","H",1,815583,103,33700,2
"2390","H",1,815739,101,NA,0
"2391","H",1,816068,300,88200,2
"2392","H",1,816723,300,38700,2
"2393","H",1,816884,300,53000,3
"2394","H",1,817122,102,87000,4
"2395","H",1,817571,200,78600,2
"2396","H",1,817588,300,NA,0
"2397","H",2,818892,104,NA,1
"2398","H",1,818999,103,29000,1
"2399","H",1,819025,104,35400,1
"2400","H",1,819317,102,69800,3
"2401","H",1,819395,102,220801,2
"2402","H",1,820110,103,9900,1
"2403","H",3,820111,104,NA,1
"2404","H",1,820696,101,28300,1
"2405","H",1,821506,104,60100,3
"2406","H",1,821972,300,78600,2
"2407","H",1,822069,300,NA,0
"2408","H",1,822264,300,50000,1
"2409","H",1,822979,102,12300,2
"2410","H",1,823055,200,73800,2
"2411","H",1,823419,300,NA,0
"2412","H",1,824058,103,283000,2
"2413","H",3,824096,103,NA,1
"2414","H",1,824315,103,65800,2
"2415","H",1,824906,104,24500,4
"2416","H",1,825295,103,NA,0
"2417","H",1,825954,102,69000,3
"2418","H",1,826184,101,42000,2
"2419","H",1,826220,101,4000,1
"2420","H",1,826451,101,12800,1
"2421","H",1,826624,101,71600,2
"2422","H",1,826688,102,69000,2
"2423","H",1,827390,103,37200,1
"2424","H",1,827854,101,83400,4
"2425","H",1,827930,300,264800,1
"2426","H",1,828783,103,58600,3
"2427","H",2,828843,300,NA,1
"2428","H",1,829707,101,53170,4
"2429","H",1,830035,300,220000,2
"2430","H",1,830154,102,160000,1
"2431","H",1,830401,104,160000,7
"2432","H",1,830458,103,88000,3
"2433","H",1,830984,103,162000,5
"2434","H",1,831236,103,77700,4
"2435","H",1,831451,300,140000,4
"2436","H",1,831722,102,32000,1
"2437","H",1,831736,300,NA,0
"2438","H",1,832946,300,97000,6
"2439","H",1,832953,300,NA,0
"2440","H",3,834250,103,NA,1
"2441","H",1,834312,102,85000,2
"2442","H",1,834540,300,120000,2
"2443","H",1,834583,300,0,1
"2444","H",2,834851,104,NA,1
"2445","H",1,835371,300,37300,1
"2446","H",1,835534,300,74500,2
"2447","H",1,835913,101,73500,2
"2448","H",1,835950,102,82050,2
"2449","H",1,836052,300,NA,0
"2450","H",1,836813,101,55000,2
"2451","H",1,837236,102,130000,1
"2452","H",1,837357,104,210010,4
"2453","H",1,837461,300,18100,1
"2454","H",1,837917,104,115200,3
"2455","H",1,838477,101,NA,0
"2456","H",1,838618,200,134000,6
"2457","H",1,838680,103,251000,3
"2458","H",3,839196,101,NA,1
"2459","H",2,840023,101,NA,1
"2460","H",1,840371,300,75000,2
"2461","H",1,840802,104,204400,4
"2462","H",1,840835,300,5000,2
"2463","H",1,841112,300,NA,0
"2464","H",1,842190,103,125000,2
"2465","H",1,842359,102,253240,2
"2466","H",1,842751,103,8000,1
"2467","H",1,842863,200,126000,3
"2468","H",1,843236,200,71000,2
"2469","H",1,843658,300,64200,2
"2470","H",1,844822,300,NA,0
"2471","H",1,844920,102,196270,9
"2472","H",1,845406,102,232000,4
"2473","H",1,845641,300,135300,4
"2474","H",1,845665,300,NA,0
"2475","H",1,845940,300,44900,2
"2476","H",1,846270,104,NA,0
"2477","H",1,846967,200,49600,2
"2478","H",1,847104,102,17100,2
"2479","H",1,847808,101,75000,1
"2480","H",1,847914,104,39300,2
"2481","H",1,848188,300,55000,1
"2482","H",1,848459,104,30000,2
"2483","H",1,848513,200,32000,2
"2484","H",1,848514,102,198000,2
"2485","H",1,849266,103,105250,4
"2486","H",1,849686,300,NA,0
"2487","H",1,849698,300,84000,2
"2488","H",1,849818,104,5000,1
"2489","H",1,850008,104,97000,1
"2490","H",1,850563,101,80600,3
"2491","H",1,850985,101,70280,4
"2492","H",1,851217,300,64710,3
"2493","H",1,851474,101,12000,1
"2494","H",1,851865,101,3400,1
"2495","H",1,852392,300,1900,1
"2496","H",2,852621,102,NA,1
"2497","H",1,853333,102,40700,1
"2498","H",1,854406,101,80100,3
"2499","H",1,854421,101,105000,1
"2500","H",1,854562,200,370,3
"2501","H",1,854708,300,87400,2
"2502","H",1,855057,104,219300,2
"2503","H",1,856270,300,NA,0
"2504","H",1,856488,300,70000,2
"2505","H",1,856646,300,87000,2
"2506","H",1,856864,102,121400,2
"2507","H",1,857668,104,5000,2
"2508","H",1,857695,103,82650,3
"2509","H",1,858542,102,48700,1
"2510","H",1,858675,200,1100,1
"2511","H",1,858742,104,105000,5
"2512","H",1,858979,300,33300,2
"2513","H",2,859243,101,NA,1
"2514","H",3,859517,103,NA,1
"2515","H",1,859820,103,125000,2
"2516","H",1,859844,200,64300,4
"2517","H",1,859846,200,68360,2
"2518","H",1,860220,103,101300,3
"2519","H",1,860544,102,NA,0
"2520","H",1,860635,300,53000,4
"2521","H",1,860685,102,120610,2
"2522","H",1,860918,300,55700,1
"2523","H",1,861225,102,12600,1
"2524","H",1,861353,300,0,1
"2525","H",1,861580,300,48300,4
"2526","H",1,862107,102,256100,2
"2527","H",1,862216,101,72000,2
"2528","H",1,862330,300,57790,2
"2529","H",1,862360,104,98500,2
"2530","H",1,862393,200,18000,1
"2531","H",1,862494,102,264000,2
"2532","H",1,862627,300,NA,0
"2533","H",1,862792,300,NA,0
"2534","H",2,863388,300,NA,1
"2535","H",2,863445,101,NA,1
"2536","H",1,863817,101,NA,0
"2537","H",1,863994,103,29600,1
"2538","H",1,864013,300,70400,4
"2539","H",1,864545,300,96300,4
"2540","H",1,864663,103,70000,2
"2541","H",1,864677,102,240000,4
"2542","H",1,865236,200,49500,1
"2543","H",1,866055,103,6500,1
"2544","H",1,866276,101,30800,1
"2545","H",1,866580,103,148000,2
"2546","H",1,866595,300,103800,3
"2547","H",1,867135,200,25000,3
"2548","H",1,867418,102,38000,1
"2549","H",1,867547,200,NA,0
"2550","H",1,867587,200,63000,6
"2551","H",1,868751,103,22100,2
"2552","H",1,869724,300,35000,2
"2553","H",1,869825,104,64350,2
"2554","H",1,869994,103,72000,1
"2555","H",1,870296,300,13500,1
"2556","H",1,870403,200,208400,2
"2557","H",2,870964,102,NA,1
"2558","H",1,871093,200,28500,4
"2559","H",1,871801,104,47000,3
"2560","H",1,871879,300,NA,0
"2561","H",1,871902,300,26500,3
"2562","H",1,871999,102,78000,2
"2563","H",1,872016,300,46300,1
"2564","H",1,872213,101,60400,2
"2565","H",1,872241,200,25000,3
"2566","H",1,872290,103,40000,2
"2567","H",1,873245,300,19300,2
"2568","H",1,873467,101,47540,2
"2569","H",3,873940,102,NA,1
"2570","H",1,874862,101,30000,2
"2571","H",1,875254,103,101900,5
"2572","H",1,875988,300,NA,0
"2573","H",1,876554,200,55000,2
"2574","H",1,877149,102,145000,1
"2575","H",1,877768,102,84000,2
"2576","H",1,878643,300,118000,4
"2577","H",3,878860,200,NA,1
"2578","H",1,878949,300,105000,5
"2579","H",1,878992,300,NA,0
"2580","H",1,880537,200,100000,4
"2581","H",1,881048,200,29300,2
"2582","H",1,882005,300,14300,1
"2583","H",1,883740,101,10000,2
"2584","H",1,883784,101,116180,5
"2585","H",1,884098,101,75000,3
"2586","H",1,884697,103,62000,4
"2587","H",1,884916,103,NA,0
"2588","H",1,885062,103,57900,2
"2589","H",1,885132,300,179000,2
"2590","H",1,885506,101,NA,0
"2591","H",1,885980,300,10000,1
"2592","H",2,886000,101,NA,1
"2593","H",1,886019,200,34500,2
"2594","H",1,886779,300,15000,1
"2595","H",1,886856,300,15300,2
"2596","H",1,887119,300,56500,2
"2597","H",1,887205,103,34050,1
"2598","H",1,887328,101,37350,3
"2599","H",1,887448,103,36300,3
"2600","H",1,887548,300,28600,2
"2601","H",1,888819,300,NA,0
"2602","H",1,888952,300,NA,0
"2603","H",1,889021,102,677610,3
"2604","H",1,889045,200,29200,5
"2605","H",1,889456,102,119800,1
"2606","H",1,890389,102,34000,1
"2607","H",1,890474,300,NA,0
"2608","H",1,890594,300,49100,2
"2609","H",3,890771,101,NA,1
"2610","H",2,891060,104,NA,1
"2611","H",1,891383,102,107500,3
"2612","H",1,891630,300,21100,1
"2613","H",1,891966,103,500,2
"2614","H",1,892301,300,NA,0
"2615","H",1,893254,300,50000,5
"2616","H",1,893348,200,80510,4
"2617","H",1,893871,300,75250,2
"2618","H",1,894217,104,43600,3
"2619","H",1,894313,200,80000,1
"2620","H",1,894786,101,81600,3
"2621","H",1,896087,300,51800,5
"2622","H",1,896338,300,NA,0
"2623","H",1,896641,103,40000,2
"2624","H",1,897820,200,61200,2
"2625","H",1,897928,104,80000,4
"2626","H",1,898134,300,NA,0
"2627","H",1,898416,200,NA,0
"2628","H",1,898796,103,102000,4
"2629","H",1,898923,102,171000,5
"2630","H",1,899266,200,118000,2
"2631","H",1,899471,102,52000,2
"2632","H",1,900303,200,58600,3
"2633","H",1,900429,102,47800,3
"2634","H",1,900627,104,141080,5
"2635","H",1,900923,200,106000,2
"2636","H",1,901410,103,220950,3
"2637","H",1,902232,300,70600,2
"2638","H",1,902296,300,72000,3
"2639","H",2,902521,104,NA,1
"2640","H",1,902560,102,18000,4
"2641","H",2,902992,101,NA,1
"2642","H",1,903096,104,23200,3
"2643","H",1,903105,300,NA,0
"2644","H",1,903514,101,11200,1
"2645","H",1,903682,200,75100,1
"2646","H",1,904071,103,70840,2
"2647","H",1,904279,200,125000,2
"2648","H",1,904359,104,12990,1
"2649","H",1,904696,103,51200,2
"2650","H",1,904750,300,NA,0
"2651","H",1,904765,300,20000,4
"2652","H",1,904791,103,135000,1
"2653","H",1,904825,101,27550,2
"2654","H",1,907033,300,NA,0
"2655","H",1,907074,300,81800,7
"2656","H",1,907804,102,239510,2
"2657","H",1,907891,300,21000,1
"2658","H",1,908466,200,40500,3
"2659","H",1,908598,200,17300,1
"2660","H",1,908816,200,11900,1
"2661","H",1,908844,200,55600,3
"2662","H",1,908910,102,280000,4
"2663","H",1,908921,300,84400,2
"2664","H",1,909426,104,14600,1
"2665","H",1,909641,300,30600,8
"2666","H",1,910677,104,225000,5
"2667","H",1,910852,300,13000,3
"2668","H",1,911148,300,NA,0
"2669","H",1,911490,103,18500,3
"2670","H",1,912705,300,NA,0
"2671","H",1,913092,103,195000,2
"2672","H",1,913223,300,NA,0
"2673","H",1,913740,300,125800,3
"2674","H",1,913811,103,36500,1
"2675","H",1,913861,200,100000,3
"2676","H",1,914710,300,36600,2
"2677","H",1,915587,300,102000,2
"2678","H",1,915647,300,26180,2
"2679","H",1,915707,200,45000,3
"2680","H",1,915739,300,48300,2
"2681","H",1,915782,101,63000,2
"2682","H",1,916205,300,NA,0
"2683","H",1,916508,102,102000,2
"2684","H",2,916516,104,NA,1
"2685","H",1,917159,300,NA,0
"2686","H",1,917524,300,45000,1
"2687","H",1,917741,102,101500,2
"2688","H",1,918028,101,0,5
"2689","H",1,918388,102,46000,1
"2690","H",3,918416,104,NA,1
"2691","H",1,918538,200,131500,5
"2692","H",3,918856,103,NA,1
"2693","H",1,918999,101,19000,1
"2694","H",1,919699,200,101000,4
"2695","H",1,919836,104,48100,1
"2696","H",1,920542,104,69600,2
"2697","H",1,920961,103,26100,2
"2698","H",1,921142,101,20700,2
"2699","H",1,921399,101,77500,2
"2700","H",1,921417,102,231001,4
"2701","H",1,921418,104,9600,1
"2702","H",3,921474,200,NA,1
"2703","H",1,921488,104,160000,2
"2704","H",1,921766,200,60300,6
"2705","H",1,922021,300,NA,0
"2706","H",3,922171,103,NA,1
"2707","H",1,922218,200,86800,2
"2708","H",1,922824,300,25000,2
"2709","H",1,922828,101,47000,3
"2710","H",1,922937,200,102000,3
"2711","H",1,923079,103,235000,4
"2712","H",1,923331,104,136000,4
"2713","H",1,923367,300,147000,2
"2714","H",1,923428,300,10800,2
"2715","H",1,924695,300,NA,0
"2716","H",1,925004,102,133400,3
"2717","H",1,925358,101,13500,6
"2718","H",1,925454,103,19000,1
"2719","H",1,925853,200,24100,4
"2720","H",1,926198,103,50500,3
"2721","H",1,926407,104,156090,4
"2722","H",1,926504,101,125000,2
"2723","H",1,926766,300,NA,0
"2724","H",1,927067,300,NA,0
"2725","H",1,927582,300,38000,1
"2726","H",1,927795,300,111500,6
"2727","H",1,927825,300,28000,2
"2728","H",1,928008,300,69600,3
"2729","H",1,928426,200,7300,2
"2730","H",1,929170,101,17200,1
"2731","H",1,929431,101,67800,2
"2732","H",1,929795,103,85000,4
"2733","H",1,929826,200,160000,4
"2734","H",1,930248,300,NA,0
"2735","H",1,930653,200,11400,1
"2736","H",1,930859,300,NA,0
"2737","H",1,931581,103,181200,4
"2738","H",1,931635,103,12000,1
"2739","H",1,931890,101,0,1
"2740","H",1,931972,300,34200,4
"2741","H",1,932223,200,73000,2
"2742","H",1,932346,300,75000,2
"2743","H",1,932498,104,27000,1
"2744","H",1,932694,200,90000,2
"2745","H",1,932793,102,67000,1
"2746","H",1,933613,200,35400,4
"2747","H",1,933948,200,54400,3
"2748","H",1,934665,200,31200,1
"2749","H",1,934801,200,59000,3
"2750","H",1,934806,300,163801,2
"2751","H",1,934896,103,140000,2
"2752","H",1,935164,200,110100,2
"2753","H",2,935743,200,NA,1
"2754","H",1,936516,300,37120,3
"2755","H",1,936599,200,10000,1
"2756","H",1,936745,104,47000,1
"2757","H",1,936770,300,15600,1
"2758","H",1,936898,200,NA,0
"2759","H",1,936923,200,105800,2
"2760","H",1,936946,104,131600,6
"2761","H",1,937094,300,78000,3
"2762","H",3,937966,200,NA,1
"2763","H",1,938006,101,61000,2
"2764","H",1,938209,104,63000,4
"2765","H",1,938389,300,38400,2
"2766","H",1,938637,300,NA,0
"2767","H",1,938735,300,3000,1
"2768","H",1,938910,103,NA,0
"2769","H",1,938968,102,70000,2
"2770","H",1,939031,102,48000,2
"2771","H",1,939421,101,98000,1
"2772","H",1,939632,104,90900,3
"2773","H",1,939707,104,11900,2
"2774","H",1,939774,103,NA,0
"2775","H",1,939856,200,43700,3
"2776","H",3,941599,103,NA,1
"2777","H",1,942056,101,23000,1
"2778","H",1,942227,102,178000,1
"2779","H",1,943193,300,30000,2
"2780","H",1,943396,200,35200,2
"2781","H",1,943526,101,3800,2
"2782","H",1,944642,104,28300,4
"2783","H",1,944659,102,458900,4
"2784","H",1,944817,200,34700,7
"2785","H",1,945922,101,16200,1
"2786","H",1,945989,101,54000,1
"2787","H",1,946228,103,63000,2
"2788","H",1,946670,300,36400,2
"2789","H",1,946709,300,42000,2
"2790","H",2,947259,104,NA,1
"2791","H",1,947439,102,20000,2
"2792","H",1,947443,101,8300,3
"2793","H",1,947747,300,29800,2
"2794","H",1,948214,300,58000,3
"2795","H",1,948447,200,204400,2
"2796","H",1,948506,300,29000,2
"2797","H",1,948871,300,NA,0
"2798","H",1,948944,104,227700,2
"2799","H",1,949075,102,60000,3
"2800","H",1,949108,200,41700,1
"2801","H",1,949319,200,152100,4
"2802","H",1,949678,102,81000,1
"2803","H",1,949828,103,46600,3
"2804","H",1,950188,104,30900,1
"2805","H",1,950236,300,26190,1
"2806","H",1,950249,200,40300,2
"2807","H",1,950699,200,74000,3
"2808","H",1,950820,300,76150,5
"2809","H",1,951248,300,NA,0
"2810","H",1,951267,200,12000,1
